Type,Station name,Jan.,Feb.,March,Apr.,May,Jun.,Jul.,Aug.,Sept.,Oct.,Nov.,Dec.,Year
Ice days,Schwandorf ,11.6,5.5,0.6,0,0,0,0,0,0,0,1.8,8.5,28
Frost days,Schwandorf ,23.6,21.2,16.3,6.3,0.3,0,0,0,0,4.9,12.6,20.9,106.1
Hot days,Schwandorf ,0,0,0,0,0.4,2.4,4.7,3.4,0,0,0,0,11
Percipitation,Schwandorf ,48,41,45,38,64,74,87,68,55,52,48,55,675
Summer days,Schwandorf ,0,0,0,0.8,5.1,9.9,15,13.9,3.6,0.1,0,0,48.3
Sunshine Duration,Schwandorf ,45,76,114,171,208,206,228,212,152,105,45,35,1597
Temperature ,Schwandorf ,-1.2,-0.3,3.9,8.4,13.5,16.4,18.2,17.6,13.3,8.4,3.2,-0.1,8.4
Ice days,Schwangau-Horn ,8.3,7.3,1.7,0.2,0,0,0,0,0,0,3,7,27.5
Frost days,Schwangau-Horn ,25.8,23.3,18.2,8.5,0.6,0,0,0,0.1,3.3,16.5,23.7,120.1
Hot days,Schwangau-Horn ,0,0,0,0,0,0.4,1.1,1,0.1,0,0,0,2.7
Percipitation,Schwangau-Horn ,65,62,97,90,126,169,182,173,121,81,81,75,1322
Summer days,Schwangau-Horn ,0,0,0,0.2,2,6.2,10.1,9.2,2.4,0.2,0,0,30.3
Sunshine Duration,Schwangau-Horn ,67,85,120,153,179,177,212,194,144,116,71,51,1569
Temperature ,Schwangau-Horn ,-1.4,-1.1,2.9,6.9,11.6,14.6,16.8,16.1,12.4,8.3,2.7,-0.2,7.5
Ice days,Schwerin ,7.5,4.8,0.6,0,0,0,0,0,0,0,0.8,6.2,19.9
Frost days,Schwerin ,16.6,16,11.1,3,0,0,0,0,0,1.2,7.4,15.8,71
Hot days,Schwerin ,0,0,0,0,0.1,0.8,2.3,1.3,0,0,0,0,4.5
Percipitation,Schwerin ,54,41,49,39,52,61,70,63,55,51,51,55,640
Summer days,Schwerin ,0,0,0,0.5,2.3,4.4,10,8.3,1.6,0,0,0,27.1
Sunshine Duration,Schwerin ,46,68,116,182,239,215,227,205,153,109,53,38,1651
Temperature ,Schwerin ,0.8,1.2,4.1,8.3,12.9,15.5,18.1,17.7,13.9,9.5,4.8,1.5,9
Ice days,Seehausen ,7.6,4.9,0.7,0,0,0,0,0,0,0,1.1,6.5,20.8
Frost days,Seehausen ,17.5,16.7,12.7,6.4,0.6,0,0,0,0.1,3.8,9.7,16.6,83.9
Hot days,Seehausen ,0,0,0,0,0.3,1.5,4.6,3.3,0.1,0,0,0,9.9
Percipitation,Seehausen ,48,36,43,34,48,58,58,53,51,42,45,48,562
Summer days,Seehausen ,0,0,0,0.8,4.3,7.7,12.8,11.8,2.9,0.1,0,0,40.5
Sunshine Duration,Seehausen ,49,72,114,177,230,214,225,206,149,111,52,38,1637
Temperature ,Seehausen ,0.7,1.2,4.3,8.5,13.4,16.1,18.5,17.9,13.9,9.3,4.7,1.4,9.2
Ice days,Seesen ,6.9,5.9,0.9,0,0,0,0,0,0,0,1.3,5.5,20.4
Frost days,Seesen ,16.3,16,11.8,5.3,0.3,0,0,0,0,2.9,8.4,15.1,76
Hot days,Seesen ,0,0,0,0,0.1,0.6,2.1,1.7,0.1,0,0,0,4.6
Percipitation,Seesen ,75,58,72,56,76,79,86,82,77,66,71,77,874
Summer days,Seesen ,0,0,0,0.3,2.3,5.3,10.2,9,2.3,0.1,0,0,29.3
Sunshine Duration,Seesen ,42,67,101,158,198,190,202,190,133,95,41,32,1449
Temperature ,Seesen ,0.6,1.1,4.4,8.3,12.8,15.3,17.6,17.3,13.5,9.3,4.8,1.5,8.9
Ice days,Siegen (Kläranlage) ,5.6,3.1,0.2,0,0,0,0,0,0,0,0.7,4.1,13.6
Frost days,Siegen (Kläranlage) ,17.6,16.3,11.5,4.8,0.3,0,0,0,0,2.4,7.3,15.5,75.7
Hot days,Siegen (Kläranlage) ,0,0,0,0,0.3,1.3,3.6,2.5,0,0,0,0,7.7
Percipitation,Siegen (Kläranlage) ,132,103,111,70,86,88,94,89,96,101,113,137,1221
Summer days,Siegen (Kläranlage) ,0,0,0,0.8,4.2,8.1,12.4,10.3,2.4,0,0,0,38.4
Sunshine Duration,Siegen (Kläranlage) ,46,74,108,164,192,193,209,193,137,97,46,35,1494
Temperature ,Siegen (Kläranlage) ,1,1.5,4.9,8.7,13.3,16.1,18.1,17.3,13.4,9.3,4.9,1.9,9.2
Ice days,Sigmaringen-Laiz ,10.3,7,1.2,0.1,0,0,0,0,0,0,2.4,8.6,29.7
Frost days,Sigmaringen-Laiz ,25.1,23.3,18.7,9.5,1.2,0.1,0,0,0.2,4.3,15.1,22.4,120
Hot days,Sigmaringen-Laiz ,0,0,0,0,0,0.6,2.9,1.8,0,0,0,0,5.3
Percipitation,Sigmaringen-Laiz ,51,46,51,56,90,96,89,77,59,60,54,65,793
Summer days,Sigmaringen-Laiz ,0,0,0,0.2,2.5,6.5,12.7,11.2,3.1,0.1,0,0,36.3
Sunshine Duration,Sigmaringen-Laiz ,61,85,125,164,196,210,234,218,161,110,64,46,1674
Temperature ,Sigmaringen-Laiz ,-1.6,-0.8,3.3,7.3,12.1,15.2,17.3,16.6,12.5,8.1,2.6,-0.4,7.7
Ice days,Simbach/Inn ,12,5.9,1.1,0,0,0,0,0,0,0,1.7,8.2,28.8
Frost days,Simbach/Inn ,24.8,20.5,12.9,3.7,0.2,0,0,0,0,2.1,11.9,21.8,97.8
Hot days,Simbach/Inn ,0,0,0,0,0.2,1.5,3.1,2.4,0,0,0,0,7.3
Percipitation,Simbach/Inn ,62,55,73,54,95,113,112,109,72,61,63,66,935
Summer days,Simbach/Inn ,0,0,0,0.4,4.1,9.2,14.8,13.8,2.8,0.1,0,0,45.1
Sunshine Duration,Simbach/Inn ,48,78,126,178,217,213,243,218,159,115,50,41,1686
Temperature ,Simbach/Inn ,-1.2,0.1,4.5,9.1,14.1,16.7,18.7,18.1,13.9,9,3.5,0,8.9
Ice days,Soltau ,6.6,4.3,0.3,0,0,0,0,0,0,0,1,6.8,19.2
Frost days,Soltau ,16.3,15.3,11.3,5.5,0.5,0,0,0,0.1,3,8.7,16.4,77
Hot days,Soltau ,0,0,0,0,0.1,0.9,2.9,2.1,0,0,0,0,6
Percipitation,Soltau ,79,59,73,48,54,70,70,73,67,70,70,83,814
Summer days,Soltau ,0,0,0,0.8,3.5,5.3,10.1,9.3,1.4,0.1,0,0,30.4
Sunshine Duration,Soltau ,46,69,104,166,220,191,210,199,135,105,51,34,1531
Temperature ,Soltau ,1,1.3,4.3,8.4,13,15.5,17.9,17.2,13.5,9.3,4.9,1.8,9
Ice days,Stötten ,12.6,10.5,3.4,0.3,0,0,0,0,0,0.1,5.2,11.7,43.9
Frost days,Stötten ,23.5,20.3,15.7,7.1,0.4,0,0,0,0.1,2.9,13.4,22.5,105.9
Hot days,Stötten ,0,0,0,0,0,0.1,0.7,0.8,0,0,0,0,1.6
Percipitation,Stötten ,74,66,87,75,111,109,120,99,87,84,85,89,1085
Summer days,Stötten ,0,0,0,0,0.6,3.4,6.6,6.5,0.7,0,0,0,17.9
Sunshine Duration,Stötten ,69,85,121,172,206,219,242,225,162,111,65,49,1727
Temperature ,Stötten ,-1.2,-0.6,2.9,6.9,11.5,14.4,16.6,16.4,12.5,8.1,2.7,-0.4,7.5
Ice days,Stuttgart (Neckartal) ,4.6,2.8,0.2,0,0,0,0,0,0,0,0.7,2.3,10.5
Frost days,Stuttgart (Neckartal) ,15.6,13.2,6.3,0.8,0,0,0,0,0,0.8,5.9,12.5,55
Hot days,Stuttgart (Neckartal) ,0,0,0,0,0.6,2.9,6.4,5.2,0.5,0.1,0,0,15.7
Percipitation,Stuttgart (Neckartal) ,38,36,43,45,80,77,74,66,50,54,47,50,659
Summer days,Stuttgart (Neckartal) ,0,0,0.1,1.4,5.6,11.4,17,16.2,6.2,0.8,0,0,58.6
Sunshine Duration,Stuttgart (Neckartal) ,66,88,124,169,205,218,237,223,159,112,68,51,1720
Temperature ,Stuttgart (Neckartal) ,2.3,3.3,7.1,10.9,15.5,18.6,20.9,20.2,15.9,11.4,6.2,3.3,11.3
Ice days,Stuttgart (Schnarrenberg) ,6.2,4.1,0.3,0,0,0,0,0,0,0,1.4,4.2,16.2
Frost days,Stuttgart (Schnarrenberg) ,18.1,15.9,8,2.1,0,0,0,0,0,1.8,8.2,15.1,69.2
Hot days,Stuttgart (Schnarrenberg) ,0,0,0,0,0.1,0.7,4.2,3.5,0.2,0,0,0,8.6
Percipitation,Stuttgart (Schnarrenberg) ,36,34,41,48,86,82,74,66,51,56,46,54,674
Summer days,Stuttgart (Schnarrenberg) ,0,0,0,0.7,3.8,8.7,15.1,14.1,4.4,0.4,0,0,47.2
Sunshine Duration,Stuttgart (Schnarrenberg) ,70,93,126,169,201,210,242,223,161,114,75,57,1741
Temperature ,Stuttgart (Schnarrenberg) ,1.4,2.3,6.1,9.8,14.3,17.3,19.7,19.1,15,10.5,5.3,2.3,10.3
Ice days,Stuttgart-Echterdingen ,6.9,4.7,0.8,0.1,0,0,0,0,0,0,1.3,4.9,18.6
Frost days,Stuttgart-Echterdingen ,20.9,18.6,12.5,4.4,0.2,0,0,0,0,3,11.4,18.5,89.6
Hot days,Stuttgart-Echterdingen ,0,0,0,0,0.1,0.9,3,2.6,0.1,0,0,0,6.8
Percipitation,Stuttgart-Echterdingen ,41,36,48,49,86,87,86,69,57,59,50,50,718
Summer days,Stuttgart-Echterdingen ,0,0,0,0.4,3,8.4,13.4,12.8,3.9,0.3,0,0,42.2
Sunshine Duration,Stuttgart-Echterdingen ,68,89,126,164,201,214,234,220,162,112,70,52,1712
Temperature ,Stuttgart-Echterdingen ,0.4,1.3,5.2,9,13.6,16.7,18.8,18.3,14.1,9.6,4.4,1.4,9.4
Ice days,Teuschnitz ,13.9,10.1,2.9,0.2,0,0,0,0,0,0,4.1,11.9,43.1
Frost days,Teuschnitz ,24.3,22.7,18.6,9.2,1.8,0,0,0,0.4,5.6,14.8,23.5,120.9
Hot days,Teuschnitz ,0,0,0,0,0,0.2,1.3,0.8,0,0,0,0,2.4
Percipitation,Teuschnitz ,104,84,88,63,75,88,99,78,88,84,94,116,1061
Summer days,Teuschnitz ,0,0,0,0,1.3,4,7.9,6.8,0.9,0,0,0,20.9
Sunshine Duration,Teuschnitz ,50,75,106,162,198,190,210,201,146,106,50,40,1534
Temperature ,Teuschnitz ,-2.3,-1.7,1.9,6.3,11.3,14.1,16.2,15.6,11.5,7.1,2,-1.3,6.7
Ice days,Tholey ,7.4,5.5,0.4,0,0,0,0,0,0,0,1.8,6.8,21.8
Frost days,Tholey ,18.5,15.6,8.8,2.8,0,0,0,0,0,1.3,8.8,17.4,73.3
Hot days,Tholey ,0,0,0,0,0,0.1,2,1.4,0,0,0,0,3.4
Percipitation,Tholey ,101,78,89,61,77,77,83,64,85,99,97,120,1031
Summer days,Tholey ,0,0,0,0.2,1.5,4.6,10.3,9.5,1.4,0,0,0,27.6
Sunshine Duration,Tholey ,47,80,119,173,202,214,234,216,157,101,51,39,1633
Temperature ,Tholey ,0.6,1.6,5,8.5,12.9,15.5,17.9,17.8,13.5,9.3,4.3,1.4,9
Ice days,Tönisvorst ,3.7,1.8,0,0,0,0,0,0,0,0,0.4,2.1,8
Frost days,Tönisvorst ,12.5,11.3,6.4,1.9,0,0,0,0,0,0.7,4.6,11.6,49
Hot days,Tönisvorst ,0,0,0,0,0.1,1,3.3,2.8,0.1,0,0,0,7.3
Percipitation,Tönisvorst ,70,55,61,46,73,77,74,71,68,68,65,71,798
Summer days,Tönisvorst ,0,0,0,1,3.7,6.9,11.3,11.1,2.4,0.1,0,0,36.5
Sunshine Duration,Tönisvorst ,53,76,111,166,198,195,209,192,137,108,56,41,1542
Temperature ,Tönisvorst ,3.1,3.4,6.6,10,14.1,16.7,18.8,18.4,14.7,10.9,6.5,3.6,10.6
Ice days,Trier-Petrisberg ,5.8,3.4,0.2,0,0,0,0,0,0,0,1.1,4,14.5
Frost days,Trier-Petrisberg ,16.6,15.3,9.1,3.1,0,0,0,0,0,1.4,7.3,14.2,67
Hot days,Trier-Petrisberg ,0,0,0,0,0.3,1.8,5.1,3.5,0.3,0,0,0,11
Percipitation,Trier-Petrisberg ,68,54,62,54,65,68,73,63,63,74,64,73,779
Summer days,Trier-Petrisberg ,0,0,0,0.8,4.7,8.9,14.2,13.1,3.4,0.1,0,0,45.1
Sunshine Duration,Trier-Petrisberg ,46,74,120,175,202,214,232,212,153,95,46,36,1605
Temperature ,Trier-Petrisberg ,1.4,2.2,5.8,9.3,13.6,16.4,18.7,18.1,14.2,10.1,5.3,2.4,9.8
Ice days,Trostberg ,9.9,6.3,1.2,0.1,0,0,0,0,0,0,2,7.9,27.5
Frost days,Trostberg ,23.5,20.8,13.9,4.2,0.1,0,0,0,0,2.4,12.8,21.5,99.2
Hot days,Trostberg ,0,0,0,0,0.3,1.6,3.6,2.4,0.1,0,0,0,8.1
Percipitation,Trostberg ,63,61,84,70,105,128,129,126,93,68,71,78,1078
Summer days,Trostberg ,0,0,0,0.3,3.8,9,14.5,13.1,3.3,0.3,0,0,44.2
Sunshine Duration,Trostberg ,65,87,123,168,204,199,230,211,155,119,65,48,1674
Temperature ,Trostberg ,-0.9,0.2,4.4,8.5,13.7,16.6,18.5,17.8,13.6,9.1,3.4,0.2,8.8
Ice days,Ueckermünde ,8.5,5.3,1.3,0,0,0,0,0,0,0,1.4,6,22.6
Frost days,Ueckermünde ,18,17.2,13.1,4.5,0.2,0,0,0,0,2.3,8.5,16.8,80.6
Hot days,Ueckermünde ,0,0,0,0,0.2,0.5,1.3,0.8,0.1,0,0,0,2.8
Percipitation,Ueckermünde ,40,30,38,32,53,60,58,56,49,39,45,41,540
Summer days,Ueckermünde ,0,0,0,0.7,1.7,3.2,7.7,6.8,1.2,0,0,0,21.4
Sunshine Duration,Ueckermünde ,49,68,122,191,245,223,246,218,157,112,52,36,1719
Temperature ,Ueckermünde ,0.3,1,3.8,7.9,13,15.7,18,17.8,13.7,9.3,4.3,0.9,8.8
Ice days,Ulm ,11.9,6.9,1,0,0,0,0,0,0,0,2.6,9.2,31.6
Frost days,Ulm ,23.5,20.2,14.1,4.9,0.3,0,0,0,0,2.6,12,21.2,98.8
Hot days,Ulm ,0,0,0,0,0,0.4,2.1,1.3,0,0,0,0,3.8
Percipitation,Ulm ,43,41,51,52,86,85,87,80,64,56,52,59,756
Summer days,Ulm ,0,0,0,0.1,2.3,6.4,11.8,11,2.3,0.1,0,0,34
Sunshine Duration,Ulm ,56,87,122,170,206,215,241,219,152,96,52,42,1659
Temperature ,Ulm ,-1.1,-0.1,4.1,8.3,13,15.9,18.2,17.6,13.4,8.6,3.1,0,8.4
Ice days,Unterlüß ,6.8,4.9,0.7,0,0,0,0,0,0,0,1.1,5.6,19.1
Frost days,Unterlüß ,17.3,17,15,8.3,1.3,0,0,0,0.3,4,9.5,16.7,89.4
Hot days,Unterlüß ,0,0,0,0,0.2,1.2,3.1,2.8,0.1,0,0,0,7.4
Percipitation,Unterlüß ,83,62,70,52,55,74,75,77,65,63,68,81,823
Summer days,Unterlüß ,0,0,0,0.5,3.8,5.8,10.8,10,2.3,0,0,0,33.4
Sunshine Duration,Unterlüß ,46,70,108,168,216,200,214,201,146,108,52,36,1565
Temperature ,Unterlüß ,0.6,0.9,3.8,7.9,13,15.4,17.7,17.1,13.1,8.9,4.4,1.6,8.7
Ice days,Uttenreuth ,7.3,4,0.4,0,0,0,0,0,0,0,1.1,4.9,17.7
Frost days,Uttenreuth ,22.3,20.8,16.7,8.6,1.4,0,0,0,0.5,5.3,12.9,19.2,107.8
Hot days,Uttenreuth ,0,0,0,0,0.2,2.5,5.3,3.7,0,0,0,0,11.8
Percipitation,Uttenreuth ,61,51,62,54,69,78,84,61,64,68,64,69,784
Summer days,Uttenreuth ,0,0,0,0.7,5.2,10.4,15.5,14,4.3,0.2,0,0,50.2
Sunshine Duration,Uttenreuth ,51,80,112,170,209,209,229,213,154,108,52,36,1623
Temperature ,Uttenreuth ,-0.3,0.3,4.3,8.5,13.8,16.8,18.8,18,13.6,9,3.8,1,9
Ice days,Villingen-Schwenningen ,9.3,6.6,1.3,0.1,0,0,0,0,0,0,2.8,7.9,28.1
Frost days,Villingen-Schwenningen ,25.3,22.9,18.9,10.1,1.3,0,0,0,0.4,5.2,16.9,23.3,124.3
Hot days,Villingen-Schwenningen ,0,0,0,0,0,0.4,1.7,1.4,0,0,0,0,3.5
Percipitation,Villingen-Schwenningen ,76,67,69,58,91,85,86,75,59,76,68,88,899
Summer days,Villingen-Schwenningen ,0,0,0,0,1.6,5.8,11,9.7,2.5,0.1,0,0,30.6
Sunshine Duration,Villingen-Schwenningen ,67,85,122,155,187,205,227,213,161,115,71,51,1659
Temperature ,Villingen-Schwenningen ,-1.6,-0.9,2.8,6.6,11.5,14.7,16.8,16.1,12.1,7.8,2.4,-0.5,7.3
Ice days,Wagersrott ,6.8,5.5,1.2,0,0,0,0,0,0,0,0.4,4.2,18
Frost days,Wagersrott ,15,16.1,11.1,4,0.3,0,0,0,0,1,6,14.5,68.1
Hot days,Wagersrott ,0,0,0,0,0,0.2,0.3,0.2,0,0,0,0,0.8
Percipitation,Wagersrott ,74,49,57,37,57,69,77,73,70,79,68,65,775
Summer days,Wagersrott ,0,0,0,0,0.3,1.8,5.6,4.5,0.4,0,0,0,12.6
Sunshine Duration,Wagersrott ,42,65,111,179,234,213,228,210,144,103,55,37,1621
Temperature ,Wagersrott ,1.3,1.1,3.4,7,11.2,14.2,16.7,16.5,13.3,9.4,5.2,2.1,8.5
Ice days,Wahlsburg-Lippoldsberg ,7.5,5.5,0.7,0,0,0,0,0,0,0,1.3,5.6,20.6
Frost days,Wahlsburg-Lippoldsberg ,17.5,16.5,11.7,5.2,0.2,0,0,0,0,1.9,7.7,15.9,76.7
Hot days,Wahlsburg-Lippoldsberg ,0,0,0,0,0.1,0.7,3,2,0,0,0,0,5.7
Percipitation,Wahlsburg-Lippoldsberg ,77,58,70,50,67,71,80,71,70,63,76,83,836
Summer days,Wahlsburg-Lippoldsberg ,0,0,0,0.4,2.7,6,11.3,10.1,2,0,0,0,32.5
Sunshine Duration,Wahlsburg-Lippoldsberg ,34,63,99,159,196,190,203,190,128,86,35,24,1407
Temperature ,Wahlsburg-Lippoldsberg ,1,1.3,4.6,8.1,12.9,15.4,17.6,17.1,13.5,9.5,4.7,1.9,9
Ice days,Wartenberg-Angersbach ,6.5,4.6,0.6,0,0,0,0,0,0,0,1.3,4.8,17.8
Frost days,Wartenberg-Angersbach ,18.8,18.2,13.9,7.7,1,0,0,0,0.3,4.2,10.4,17.1,91.6
Hot days,Wartenberg-Angersbach ,0,0,0,0,0.2,1.3,3.1,2.6,0.3,0,0,0,7.5
Percipitation,Wartenberg-Angersbach ,66,48,58,51,64,57,65,54,59,62,57,67,708
Summer days,Wartenberg-Angersbach ,0,0,0,0.3,3.5,7.3,12.2,12.4,3,0.1,0,0,38.8
Temperature ,Wartenberg-Angersbach ,0.4,0.7,4.5,7.9,12.7,15.8,17.7,17.3,13.1,8.8,4.2,1.4,8.7
Ice days,Wasserkuppe ,15.9,13.8,7.6,1.3,0,0,0,0,0,0.3,6.8,14.3,60
Frost days,Wasserkuppe ,26.8,23.7,21.1,11.9,1.7,0,0,0,0.1,5.5,16.8,25.5,133.1
Hot days,Wasserkuppe ,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0.4
Percipitation,Wasserkuppe ,93,79,93,70,98,91,121,92,103,94,98,104,1135
Summer days,Wasserkuppe ,0,0,0,0,0.2,1.5,3.5,2.5,0.1,0,0,0,7.7
Sunshine Duration,Wasserkuppe ,59,82,105,164,198,196,212,201,143,106,53,48,1567
Temperature ,Wasserkuppe ,-2.6,-2.4,0.5,4.7,9.3,12,14.3,14.1,10.2,6,1.3,-1.7,5.5
Ice days,Weiden ,12.3,7.7,1.4,0.1,0,0,0,0,0,0,2.1,9.4,32.9
Frost days,Weiden ,23.3,20.6,15.7,6.6,0.5,0,0,0,0.1,4.7,12.7,21.2,105.4
Hot days,Weiden ,0,0,0,0,0.1,1.2,3,1.7,0,0,0,0,6
Percipitation,Weiden ,52,41,52,41,69,78,87,71,56,54,55,60,715
Summer days,Weiden ,0,0,0,0.2,3.2,7.7,12.1,11.2,2.3,0,0,0,36.8
Sunshine Duration,Weiden ,46,77,108,168,207,197,221,214,154,110,45,36,1584
Temperature ,Weiden ,-1.3,-0.4,3.6,8,12.9,15.7,17.8,17.3,13.1,8.3,3,-0.3,8.1
Ice days,Weilerswist-Lommersum ,4.3,3.2,0.1,0,0,0,0,0,0,0,0.6,2.5,10.6
Frost days,Weilerswist-Lommersum ,14.2,13,7.4,3,0,0,0,0,0,1.4,5.8,11.8,56.8
Hot days,Weilerswist-Lommersum ,0,0,0,0,0.3,1.2,4.3,3,0.4,0,0,0,9.2
Percipitation,Weilerswist-Lommersum ,38,41,48,48,64,66,66,60,56,48,46,45,625
Summer days,Weilerswist-Lommersum ,0,0,0,1,4.4,7.3,12.7,11.5,3.3,0.3,0,0,40.6
Sunshine Duration,Weilerswist-Lommersum ,54,79,115,167,190,193,208,192,142,108,59,41,1548
Temperature ,Weilerswist-Lommersum ,2.6,2.8,6.2,9.4,13.8,16.4,18.9,18.2,14.7,10.9,6.3,3.4,10.3
Ice days,Weinbiet ,10.5,7.7,1.7,0.2,0,0,0,0,0,0,2.7,9,31.8
Frost days,Weinbiet ,20.7,17.2,12,3.9,0.1,0,0,0,0,1.4,9.6,19.3,84.2
Hot days,Weinbiet ,0,0,0,0,0.1,0.7,2.5,1.6,0,0,0,0,4.9
Percipitation,Weinbiet ,46,47,48,43,66,58,60,54,51,53,52,58,636
Summer days,Weinbiet ,0,0,0,0.3,1.9,5.9,10.8,9.6,1.7,0,0,0,30.1
Sunshine Duration,Weinbiet ,60,86,126,173,200,212,236,220,162,119,66,52,1711
Temperature ,Weinbiet ,-0.1,0.7,4.1,8.1,12.4,15.3,17.7,17.5,13.3,9,3.7,0.8,8.5
Percipitation,"Weingarten, Kr. Ravensburg ",54,48,63,62,105,102,106,97,83,67,72,76,933
Sunshine Duration,"Weingarten, Kr. Ravensburg ",56,85,130,167,205,216,243,222,161,108,60,42,1695
Temperature ,"Weingarten, Kr. Ravensburg ",-0.2,0.6,4.8,8.9,13.7,17.1,18.9,18.1,13.9,9.3,4,0.9,9.2
Ice days,Weiskirchen/Saar ,6.5,4.1,0.3,0,0,0,0,0,0,0,1.1,4.2,16.3
Frost days,Weiskirchen/Saar ,17.5,15.7,8.8,2.5,0,0,0,0,0,0.9,7.6,15.2,68.2
Hot days,Weiskirchen/Saar ,0,0,0,0,0.1,0.7,2.9,1.6,0.1,0,0,0,5.3
Percipitation,Weiskirchen/Saar ,137,101,110,70,84,79,84,78,93,122,116,147,1221
Summer days,Weiskirchen/Saar ,0,0,0,0.4,2.4,6.8,11.9,9.9,2.5,0,0,0,33.9
Sunshine Duration,Weiskirchen/Saar ,47,78,118,170,196,208,227,210,153,101,52,39,1599
Temperature ,Weiskirchen/Saar ,1.1,1.6,5.1,8.9,13.2,16.1,18.2,17.7,13.9,9.8,4.9,1.9,9.4
Ice days,Weißenburg-Emetzheim ,9.2,6.1,0.8,0.1,0,0,0,0,0,0,1.6,6.7,24.4
Frost days,Weißenburg-Emetzheim ,21.1,19.1,13.4,6.1,0.7,0,0,0,0.1,3.3,10.7,18.9,93.4
Hot days,Weißenburg-Emetzheim ,0,0,0,0,0.3,1.8,3.8,2.9,0.1,0,0,0,9
Percipitation,Weißenburg-Emetzheim ,45,42,49,44,78,77,88,72,56,54,50,55,709
Summer days,Weißenburg-Emetzheim ,0,0,0,0.4,4,9.1,13.9,13,3.6,0.2,0,0,44.2
Sunshine Duration,Weißenburg-Emetzheim ,59,85,123,179,214,218,235,221,164,112,57,44,1711
Temperature ,Weißenburg-Emetzheim ,-0.3,0.5,4.5,8.7,13.5,16.5,18.5,18,13.7,9.2,4,0.8,9
Percipitation,Weißenburg-Rothenstein ,59,53,62,56,82,90,100,83,67,68,61,72,852
Ice days,Wendelstein ,15.7,16.1,14.1,8.4,1.6,0.2,0,0,0.4,2.9,10.7,14.3,84.4
Frost days,Wendelstein ,28.4,25.5,26.1,20.3,9.3,3.5,0.5,0.7,4.4,10.6,21.1,26.5,176.9
Hot days,Wendelstein ,0,0,0,0,0,0,0,0,0,0,0,0,0
Percipitation,Wendelstein ,126,139,168,114,125,175,190,185,126,88,129,136,1700
Summer days,Wendelstein ,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0.2
Sunshine Duration,Wendelstein ,115,118,130,147,172,160,193,187,153,156,105,96,1731
Temperature ,Wendelstein ,-3.8,-4.5,-2.6,0.5,5.3,8,10.4,10.4,7.3,4.8,-0.4,-3,2.7
Ice days,Wiesbaden (Süd) ,5.2,2.3,0.1,0,0,0,0,0,0,0,0.7,2.7,10.9
Frost days,Wiesbaden (Süd) ,14.3,13.7,6.1,1.3,0,0,0,0,0,0.9,5.8,12.9,55
Hot days,Wiesbaden (Süd) ,0,0,0,0,0.5,2.3,5.5,4.6,0.4,0,0,0,13.4
Percipitation,Wiesbaden (Süd) ,51,45,50,43,53,62,67,50,57,60,55,60,653
Summer days,Wiesbaden (Süd) ,0,0,0,1.1,5.5,10.7,15.7,15.8,4.4,0.1,0,0,53.3
Sunshine Duration,Wiesbaden (Süd) ,43,75,116,174,203,209,226,212,149,96,44,33,1580
Temperature ,Wiesbaden (Süd) ,1.8,2.4,6.4,10.2,14.6,17.6,19.6,19.1,15,10.3,5.4,2.8,10.4
Ice days,Winterberg ,11.8,11.1,4.7,0.5,0,0,0,0,0,0,4.1,10,42.3
Frost days,Winterberg ,24.2,21.2,17.4,9.8,1,0,0,0,0,3.3,12.5,21.4,110.7
Hot days,Winterberg ,0,0,0,0,0,0,0,0.3,0,0,0,0,0.3
Percipitation,Winterberg ,158,111,125,88,81,98,101,84,118,117,124,149,1352
Summer days,Winterberg ,0,0,0,0,0.2,1.6,3.7,3.3,0.3,0,0,0,9.1
Sunshine Duration,Winterberg ,51,80,104,150,184,179,196,187,133,96,48,38,1445
Temperature ,Winterberg ,-1.3,-1.1,1.9,5.3,10,12.5,14.8,14.7,11.2,7.1,2.5,-0.2,6.5
Ice days,Wittenberg ,7.9,5.1,0.5,0,0,0,0,0,0,0,1.4,6.9,21.8
Frost days,Wittenberg ,18.1,16.9,11.2,4.1,0.1,0,0,0,0,2.6,9.4,18.2,80.5
Hot days,Wittenberg ,0,0,0,0,0.5,1.8,4.8,4,0.1,0,0,0,11.2
Percipitation,Wittenberg ,47,35,46,37,49,57,58,57,49,36,49,53,571
Summer days,Wittenberg ,0,0,0,0.8,5,8.5,14.2,15,2.9,0.1,0,0,46.5
Sunshine Duration,Wittenberg ,57,77,115,178,222,212,228,215,154,116,59,45,1678
Temperature ,Wittenberg ,0.3,1.1,4.6,9,14.1,16.7,19.2,18.7,14.3,9.5,4.5,1.1,9.4
Ice days,Wittenborn ,6.6,4.1,0.7,0,0,0,0,0,0,0,0.8,5.3,17.5
Frost days,Wittenborn ,15.3,15.5,11.8,4.8,0.3,0,0,0,0,2.4,8.6,14.9,73.6
Hot days,Wittenborn ,0,0,0,0,0,0.5,2.1,1.6,0,0,0,0,4.3
Percipitation,Wittenborn ,87,64,68,46,57,75,79,81,72,74,77,84,863
Summer days,Wittenborn ,0,0,0,0.4,1.9,4.8,9.8,8.4,1.4,0,0,0,26.7
Sunshine Duration,Wittenborn ,42,65,108,174,227,203,220,205,143,106,51,34,1578
